Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references,tbas_loci,missing,link,Trophic Mode,Guild
Otu2440,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Xylariaceae,Xylariaceae,Kretzschmaria,Kretzschmaria,Kretzschmaria_deusta,"0.271138, 0.126903, 0.105917, 0.081296, 0.060806, 0.054098, 0.049887, 0.049856, 0.041863, 0.041374, 0.039224",OTU1602,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2440,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu2441,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Cyphellophoraceae,Cyphellophoraceae,Cyphellophora,Cyphellophora,"Cyphellophora_reptans,Cyphellophora_pluriseptata,Cyphellophora_vermispora,Cyphellophora_oxyspora,Cyphellophora_pauciseptata,Cyphellophora_fusarioides,Cyphellophora_laciniata,Cyphellophora_guyanensis,Cyphellophora_europaea,Cyphellophora_olivacea,Cyphellophora_suttonii","0.200192, 0.197399, 0.196883, 0.057130, 0.049494, 0.049455, 0.046620, 0.044482, 0.025036, 0.024788, 0.013734",OTU1603,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2441,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu2442,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Malmideaceae,"Malmideaceae,Lecanoraceae,Ramalinaceae,Cladoniaceae,Stereocaulaceae,Sphaerophoraceae,Parmeliaceae",Zhurbenkoa,"Zhurbenkoa,Stereocaulon,Protoparmeliopsis,Lecanora,Sphaerophorus,Toninia,Bacidia,Xanthoparmelia,Cladonia,Metus","Zhurbenkoa_epicladonia,Stereocaulon_paschale,Protoparmeliopsis_achariana,Lecanora_contractula,Zhurbenkoa_latispora,Sphaerophorus_globosus,Toninia_sedifolia,Bacidia_rosella,Xanthoparmelia_saxeti,Cladonia_caroliniana,Metus_conglomeratus","0.135176, 0.135139, 0.135024, 0.059327, 0.059317, 0.051385, 0.049719, 0.027149, 0.027026, 0.023756, 0.023744",OTU1604,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2442,,
Otu2443,Ascomycota,Ascomycota,Orbiliomycetes,Orbiliomycetes,Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Drechslerella,Orbilia,Lecophagus","Arthrobotrys_pyriformis,Dactylellina_ellipsospora,Drechslerella_brochopaga,Dactylellina_haptotyla,Arthrobotrys_gephyropaga,Arthrobotrys_superba,Arthrobotrys_elegans,Orbilia_vinosa,Orbilia_auricolor,Lecophagus_sp,Drechslerella_dactyloides","0.155020, 0.155001, 0.146525, 0.126920, 0.126893, 0.057838, 0.034112, 0.034096, 0.032838, 0.025497, 0.018214",OTU1605,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2443,Saprotroph,Undefined Saprotroph
Otu2444,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Venturiales,Venturiales,Sympoventuriaceae,Sympoventuriaceae,Ochroconis,Ochroconis,Ochroconis_minima,"0.000712, 0.000627, 0.000530, 0.000505, 0.000489, 0.000485, 0.000485, 0.000484, 0.000484, 0.000484, 0.000484",OTU1606,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2444,Saprotroph,Undefined Saprotroph
Otu2445,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_buchneri,"0.033790, 0.029448, 0.029048, 0.028897, 0.020572, 0.020557, 0.018179, 0.018161, 0.018161, 0.014027, 0.013472",OTU1607,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2445,,
Otu2446,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Leptosphaeriaceae,Leptosphaeriaceae,Heterospora,Heterospora,"Heterospora_chenopodii,Heterospora_dimorphospora","0.068450, 0.060674, 0.060538, 0.027692, 0.027630, 0.027628, 0.027057, 0.020185, 0.019929, 0.019902, 0.019128",OTU1608,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2446,,
Otu2447,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,"unclassified,Trematosphaeriaceae,Morosphaeriaceae,Massarinaceae,Didymellaceae",Falciformispora,"Falciformispora,Aquilomyces,Helicascus,Flavomyces,Pseudochaetosphaeronema,Byssothecium,Trematosphaeria,Stagonospora,Splanchnonema,Stagonosporopsis","Aquilomyces_patris,Helicascus_chiangraiensis,Flavomyces_fulophazii,Pseudochaetosphaeronema_larense,Byssothecium_circinans,Trematosphaeria_grisea,Stagonospora_paludosa,Falciformispora_senegalensis,Splanchnonema_platani,Falciformispora_tompkinsii,Stagonosporopsis_centaureae","0.029123, 0.027726, 0.027682, 0.025663, 0.017475, 0.016907, 0.016414, 0.014351, 0.014116, 0.014085, 0.014032",OTU1609,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2447,Pathotroph,Plant Pathogen
Otu2448,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Ostropales,Ostropales,Gyalectaceae,"Gyalectaceae,Graphidaceae,Coenogoniaceae,Spirographaceae,Stictidaceae",Gyalecta,"Gyalecta,Coenogonium,Diploschistes,Graphina,Petractis,Spirographa,Cryptodiscus","Gyalecta_ulmi,Graphina_poitiaei,Coenogonium_luteum,Petractis_luetkemuelleri,Diploschistes_scruposus,Diploschistes_cinereocaesius,Gyalecta_jenensis,Spirographa_giselae,Coenogonium_leprieurii,Cryptodiscus_cladoniicola,Gyalecta_hypoleuca","0.189759, 0.177646, 0.090673, 0.050042, 0.048271, 0.046344, 0.040775, 0.040071, 0.033957, 0.033837, 0.019383",OTU1610,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2448,Symbiotroph,Lichenized
Otu2449,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Verrucariales,Verrucariales,Verrucariaceae,Verrucariaceae,Flakea,Flakea,Flakea_papillata,"0.168842, 0.077211, 0.041840, 0.041832, 0.033177, 0.032959, 0.028828, 0.022477, 0.020565, 0.020363, 0.017681",OTU1611,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2449,Symbiotroph,Lichenized
Otu245,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Rachicladosporium_inconspicuum_1,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum,Dothideomycetes_sp_TRN43,Cladosporium_allicinum,Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN42,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Rachicladosporium_mcmurdoi","0.362231, 0.181192, 0.100063, 0.099548, 0.032856, 0.024391, 0.021962, 0.021171, 0.017854, 0.016604, 0.015082",OTU1612,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu245,Pathotroph,Plant Pathogen
Otu2450,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Cordycipitaceae,Cordycipitaceae,Torrubiella,Torrubiella,Torrubiella_ratticaudata,"0.031848, 0.027429, 0.017616, 0.017500, 0.017499, 0.017494, 0.016467, 0.014080, 0.013648, 0.013646, 0.012955",OTU1613,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2450,Pathotroph,Animal Pathogen
Otu2451,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Lophiostomataceae,"Lophiostomataceae,unclassified,Trematosphaeriaceae",Lophiohelichrysum,"Lophiohelichrysum,Massariosphaeria,Lophiostoma,Trematosphaeria,Sigarispora","Lophiohelichrysum_helichrysi,Massariosphaeria_grandispora,Lophiostoma_crenatum,Trematosphaeria_heterospora,Sigarispora_arundinis","0.085661, 0.065614, 0.047756, 0.046662, 0.033770, 0.033752, 0.029939, 0.029561, 0.029548, 0.029546, 0.027958",OTU1614,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2451,,
Otu2452,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Trichomeriaceae,Trichomeriaceae,Knufia,Knufia,Knufia_petricola,"0.325473, 0.087005, 0.078685, 0.060260, 0.057636, 0.057549, 0.049126, 0.036409, 0.035975, 0.027036, 0.022436",OTU1615,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2452,Pathotroph,Lichen Parasite
Otu2453,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Saccharataceae,"Saccharataceae,Septorioideaceae",Saccharata,"Saccharata,Septorioides","Saccharata_hawaiiensis,Saccharata_kirstenboschensis,Saccharata_capensis,Septorioides_pini_thunbergii","0.115347, 0.079241, 0.060235, 0.054357, 0.045785, 0.045642, 0.045170, 0.044436, 0.044389, 0.043478, 0.040244",OTU1616,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2453,Pathotroph,Plant Pathogen
Otu2454,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora,Pleospora,Pleospora_halimiones,"0.369483, 0.197322, 0.132473, 0.129164, 0.006988, 0.006664, 0.006660, 0.006659, 0.006201, 0.006069, 0.005907",OTU1617,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2454,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph
Otu2455,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Rhizocarpales,Rhizocarpales,Sporastatiaceae,"Sporastatiaceae,Rhizocarpaceae",Sporastatia,"Sporastatia,Rhizocarpon","Sporastatia_testudinea,Rhizocarpon_disporum,Sporastatia_polyspora","0.025396, 0.025219, 0.025219, 0.025219, 0.024201, 0.023194, 0.022804, 0.022466, 0.022096, 0.021705, 0.021605",OTU1618,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2455,Symbiotroph,Lichenized
Otu2456,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Onygenales,Onygenales,Ascosphaeraceae,"Ascosphaeraceae,Eremascaceae,Onygenaceae,Ajellomycetaceae,unclassified",Ascosphaera,"Ascosphaera,Eremascus,Spiromastix,Histoplasma,Paracoccidioides","Ascosphaera_apis,Eremascus_albus,Spiromastix_warcupii,Ascosphaera_colubrina,Histoplasma_capsulatum,Paracoccidioides_brasiliensis,Ascosphaera_larvis","0.073750, 0.072422, 0.072418, 0.037082, 0.032253, 0.030811, 0.028854, 0.023133, 0.018494, 0.018257, 0.017306",OTU1619,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2456,Pathotroph,Animal Pathogen
Otu2457,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Stachybotryaceae,Stachybotryaceae,Stachybotrys,"Stachybotrys,Striatibotrys","Stachybotrys_chartarum,Striatibotrys_humicola,Stachybotrys_chlorohalonata","0.175648, 0.174777, 0.174755, 0.161751, 0.161525, 0.073550, 0.071071",OTU1620,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2457,Saprotroph,Wood Saprotroph
Otu2458,Ascomycota,Ascomycota,Orbiliomycetes,Orbiliomycetes,Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Drechslerella,Orbilia,Lecophagus","Arthrobotrys_pyriformis,Dactylellina_ellipsospora,Drechslerella_brochopaga,Dactylellina_haptotyla,Arthrobotrys_gephyropaga,Arthrobotrys_superba,Arthrobotrys_elegans,Orbilia_vinosa,Orbilia_auricolor,Lecophagus_sp,Drechslerella_dactyloides","0.056239, 0.056237, 0.056220, 0.045948, 0.045913, 0.044649, 0.042582, 0.036363, 0.033742, 0.033711, 0.028491",OTU1621,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2458,Saprotroph,Undefined Saprotroph
Otu2459,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae,Dothiorella,"Dothiorella,Otthia","Dothiorella_iberica,Dothiorella_sarmentorum,Otthia_spiraeae","0.282656, 0.253519, 0.253078, 0.098364, 0.096868",OTU1622,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2459,Pathotroph,Plant Pathogen
Otu246,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Trypetheliales,Trypetheliales,Trypetheliaceae,Trypetheliaceae,Trypethelium,"Trypethelium,Astrothelium,Laurera","Astrothelium_cinnamomeum,Laurera_megasperma,Trypethelium_nitidiusculum,Trypethelium_virens","0.026953, 0.022472, 0.019477, 0.019009, 0.018410, 0.017774, 0.017701, 0.017647, 0.017623, 0.017607, 0.017496",OTU1623,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu246,Symbiotroph,Lichenized
Otu2460,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Cordycipitaceae,Cordycipitaceae,Simplicillium,Simplicillium,"Simplicillium_lamellicola,Simplicillium_lanosoniveum","0.691138, 0.127849, 0.018807, 0.018006, 0.017217, 0.013196, 0.010038, 0.009697, 0.008741, 0.007565, 0.005426",OTU1624,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2460,Pathotroph,Animal Pathogen
Otu2461,Ascomycota,Ascomycota,Geoglossomycetes,Geoglossomycetes,Geoglossales,Geoglossales,Geoglossaceae,Geoglossaceae,Trichoglossum,"Trichoglossum,Geoglossum","Trichoglossum_hirsutum,Geoglossum_nigritum","0.108228, 0.106251, 0.103653, 0.096353, 0.096248, 0.091069, 0.091063, 0.032460, 0.032432, 0.009214, 0.009199",OTU1625,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2461,Saprotroph,Undefined Saprotroph
Otu2462,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,"unclassified,Trematosphaeriaceae,Morosphaeriaceae,Massarinaceae,Didymellaceae",Falciformispora,"Falciformispora,Aquilomyces,Helicascus,Flavomyces,Pseudochaetosphaeronema,Byssothecium,Trematosphaeria,Stagonospora,Splanchnonema,Stagonosporopsis","Aquilomyces_patris,Helicascus_chiangraiensis,Flavomyces_fulophazii,Pseudochaetosphaeronema_larense,Byssothecium_circinans,Trematosphaeria_grisea,Stagonospora_paludosa,Falciformispora_senegalensis,Splanchnonema_platani,Falciformispora_tompkinsii,Stagonosporopsis_centaureae","0.029539, 0.028453, 0.028409, 0.026367, 0.018007, 0.015621, 0.014649, 0.014649, 0.014510, 0.014508, 0.014508",OTU1626,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2462,Pathotroph,Plant Pathogen
Otu2463,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Trichocomaceae,Trichocomaceae,Talaromyces,Talaromyces,Talaromyces_rotundus,"0.042626, 0.026793, 0.026712, 0.026515, 0.024536, 0.024402, 0.022064, 0.021410, 0.020415, 0.020412, 0.016927",OTU1627,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2463,Saprotroph,Undefined Saprotroph
Otu2464,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Cordycipitaceae,Cordycipitaceae,Lecanicillium,Lecanicillium,Lecanicillium_psalliotae,"0.021625, 0.017965, 0.017936, 0.016280, 0.014541, 0.011924, 0.011159, 0.011154, 0.008243, 0.008102, 0.008059",OTU1628,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2464,Pathotroph,Animal Pathogen
Otu2465,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,"0.031661, 0.016893, 0.006912, 0.004646, 0.003983, 0.003777, 0.003732, 0.003695, 0.003695, 0.003695, 0.003694",OTU1629,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2465,,
Otu2466,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.629483, 0.025683, 0.018464, 0.011706, 0.011621, 0.011542, 0.011425, 0.011187, 0.010734, 0.010728, 0.009742",OTU1630,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2466,Pathotroph,Animal Pathogen
Otu2467,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Amphisphaeriaceae,Amphisphaeriaceae,Discostroma,"Discostroma,Pseudopestalotiopsis,Seiridium,Pestalotiopsis","Discostroma_botan,Pseudopestalotiopsis_theae,Seiridium_cardinale,Pestalotiopsis_vismiae","0.392333, 0.207208, 0.200987, 0.044038, 0.033140, 0.028620, 0.028152, 0.027327",OTU1631,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2467,Pathotroph,Plant Pathogen
Otu2468,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Sclerococcales,Sclerococcales,Dactylosporaceae,Dactylosporaceae,Sclerococcum,"Sclerococcum,Fusichalara,Monodyctis,Rhopalophora","Fusichalara_minuta,Sclerococcum_heliotrephum,Sclerococcum_ricasoliae,Monodictys_cf_fuliginosa,Sclerococcum_mangrovei,Sclerococcum_sphaerale,Rhopalophora_clavispora","0.599239, 0.025480, 0.023881, 0.023872, 0.022173, 0.022114, 0.022014, 0.022014, 0.022014, 0.022014, 0.022014",OTU1632,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2468,Pathotroph-Symbiotroph,Lichen Parasite-Lichenized
Otu2469,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Septoria,Septoria,Septoria_cruciatae,"0.735869, 0.039056, 0.030531, 0.019706, 0.013563, 0.013420, 0.011130, 0.010848, 0.007780, 0.007745, 0.007741",OTU1633,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2469,Pathotroph,Plant Pathogen
Otu247,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,"Pezizaceae,Ascobolaceae,Pyronemataceae",Ascobolus,"Ascobolus,Peziza,Marcelleina,Saccobolus,Iodophanus,Pachyella,Cazia","Marcelleina_persoonii,Saccobolus_dilutellus,Ascobolus_carbonarius,Iodophanus_carneus,Pachyella_babingtonii,Peziza_gerardii,Cazia_flexiascus,Peziza_quelepidotia,Ascobolus_crenulatus,Peziza_polaripapulata,Ascobolus_denudatus","0.047015, 0.046989, 0.045008, 0.040993, 0.040992, 0.039986, 0.036522, 0.036440, 0.032435, 0.032341, 0.029345",OTU1634,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu247,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu2470,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Verrucariales,Verrucariales,Verrucariaceae,Verrucariaceae,Staurothele,"Staurothele,Wahlenbergiella,Verrucaria,Agonimia,Flakea","Staurothele_frustulenta,Wahlenbergiella_mucosa,Verrucaria_hydrela,Agonimia_repleta,Staurothele_rufa,Staurothele_fissa,Verrucaria_tristis,Staurothele_areolata,Wahlenbergiella_striatula,Agonimia_sp,Flakea_papillata","0.190387, 0.112327, 0.111830, 0.109047, 0.098185, 0.076361, 0.074473, 0.074468, 0.067675, 0.017160, 0.016317",OTU1635,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2470,Symbiotroph,Lichenized
Otu2471,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,"Rhytismatales,Helotiales,Phacidiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Helotiaceae,Cudoniaceae,Bulgariaceae,unclassified",Phacidium,"Phacidium,Zymochalara,Cyclaneusma,Bulgaria,Darkera,Potebniamyces,Spathularia,Cudonia","Cyclaneusma_minus,Bulgaria_inquinans,Phacidium_lacerum,Phacidium_pseudophacidioides,Zymochalara_lygodii,Darkera_picea,Potebniamyces_pyri,Spathularia_velutipes,Cudonia_circinans,Phacidium_lauri,Zymochalara_cyatheae","0.036588, 0.036079, 0.035773, 0.033218, 0.022804, 0.022758, 0.022652, 0.019518, 0.019028, 0.018355, 0.017479",OTU1636,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2471,Pathotroph,Plant Pathogen
Otu2472,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Leptosphaeriaceae,Leptosphaeriaceae,Paraleptosphaeria,Paraleptosphaeria,Paraleptosphaeria_rumicis,"0.089259, 0.038727, 0.031292, 0.030954, 0.024154, 0.023940, 0.023117, 0.023111, 0.023110, 0.020215, 0.019672",OTU1637,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2472,,
Otu2473,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Curvularia,Curvularia,Curvularia_americana,"0.237353, 0.064825, 0.043779, 0.043728, 0.043519, 0.030006, 0.017064, 0.016375, 0.012200, 0.010339, 0.009978",OTU1638,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2473,Pathotroph,Plant Pathogen
Otu2474,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Teratosphaeriaceae,Teratosphaeriaceae,Acrodontium,Acrodontium,"Acrodontium_pigmentosum,Acrodontium_luzulae","0.392225, 0.155999, 0.077173, 0.074892, 0.045961, 0.041355, 0.040049, 0.034986, 0.033088, 0.033061, 0.005895",OTU1639,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2474,Pathotroph,Plant Pathogen
Otu2475,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Eremotheciaceae,Eremotheciaceae,Eremothecium,Eremothecium,Eremothecium_gossypii,"0.068086, 0.036966, 0.032645, 0.029984, 0.028733, 0.028693, 0.028232, 0.028190, 0.026325, 0.021512, 0.019796",OTU1640,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu2475,Pathotroph,Plant Pathogen
